customer_id,transaction_id,violation_type,article_reference,details
CUST00004,TXN05636,Missing Consent,GDPR Art.6 | DPDP S.6,Missing Consent failed for CUST00004
CUST01989,TXN05834,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST01989
CUST01990,TXN08833,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST01990
CUST01992,TXN02586,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST01992
CUST01994,TXN04377,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST01994
CUST01997,TXN06524,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST01997
CUST01999,TXN00191,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST01999
CUST02000,TXN06663,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02000
CUST02001,TXN06556,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02001
CUST02002,TXN08638,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02002
CUST02006,TXN05904,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02006
CUST02007,TXN00518,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02007
CUST02008,TXN01071,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02008
CUST02009,TXN00047,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02009
CUST02010,TXN01714,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02010
CUST02011,TXN08822,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02011
CUST02012,TXN08303,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02012
CUST02015,TXN09765,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02015
CUST02016,TXN01639,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02016
CUST02018,TXN06145,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02018
CUST02019,TXN07141,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02019
CUST02020,TXN00479,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02020
CUST02021,TXN00474,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02021
CUST02024,TXN07405,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02024
CUST02025,TXN06393,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02025
CUST02027,TXN06490,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02027
CUST02028,TXN05872,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02028
CUST02031,TXN05741,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02031
CUST02032,TXN09134,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02032
CUST02033,TXN00516,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02033
CUST02034,TXN03225,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02034
CUST02035,TXN08803,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02035
CUST02036,TXN06524,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02036
CUST02038,TXN01103,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02038
CUST02039,TXN03761,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02039
CUST02040,TXN00194,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02040
CUST02041,TXN07218,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02041
CUST02042,TXN05890,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02042
CUST02044,TXN09761,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02044
CUST02047,TXN02254,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02047
CUST02048,TXN04140,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02048
CUST02049,TXN03904,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02049
CUST02050,TXN09283,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02050
CUST02051,TXN01985,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02051
CUST02052,TXN07559,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02052
CUST02053,TXN07879,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02053
CUST02054,TXN01012,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02054
CUST02056,TXN05159,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02056
CUST02058,TXN07169,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02058
CUST02059,TXN00214,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02059
CUST02060,TXN03684,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02060
CUST02061,TXN04406,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02061
CUST02062,TXN08983,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02062
CUST02063,TXN07523,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02063
CUST02064,TXN08670,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02064
CUST02065,TXN02960,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02065
CUST02067,TXN03061,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02067
CUST02069,TXN04765,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02069
CUST02072,TXN04365,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02072
CUST02073,TXN07129,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02073
CUST02076,TXN09175,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02076
CUST02077,TXN02637,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02077
CUST02078,TXN06114,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02078
CUST02082,TXN01420,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02082
CUST02083,TXN09298,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02083
CUST02086,TXN00582,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02086
CUST02087,TXN07673,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02087
CUST02090,TXN02898,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02090
CUST02092,TXN05968,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02092
CUST02093,TXN05318,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02093
CUST02095,TXN02332,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02095
CUST02096,TXN06654,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02096
CUST02097,TXN02903,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02097
CUST02100,TXN04254,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02100
CUST02101,TXN03134,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02101
CUST02102,TXN03779,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02102
CUST02103,TXN00200,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02103
CUST02104,TXN04657,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02104
CUST02105,TXN02856,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02105
CUST02108,TXN07848,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02108
CUST02110,TXN02576,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02110
CUST02112,TXN03061,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02112
CUST02114,TXN08864,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02114
CUST02118,TXN02936,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02118
CUST02119,TXN07592,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02119
CUST02122,TXN01548,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02122
CUST02123,TXN09643,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02123
CUST02128,TXN03747,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02128
CUST02129,TXN02158,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02129
CUST02130,TXN03216,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02130
CUST02132,TXN02084,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02132
CUST02134,TXN09747,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02134
CUST02137,TXN00478,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02137
CUST02138,TXN09298,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02138
CUST02140,TXN06456,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02140
CUST02141,TXN04174,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02141
CUST02142,TXN03682,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02142
CUST02143,TXN06314,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02143
CUST02144,TXN02252,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02144
CUST02145,TXN08409,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02145
CUST02146,TXN06678,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02146
CUST02147,TXN04320,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02147
CUST02148,TXN03059,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02148
CUST02150,TXN06126,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02150
CUST02151,TXN05421,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02151
CUST02153,TXN09743,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02153
CUST02155,TXN08324,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02155
CUST02157,TXN01945,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02157
CUST02159,TXN09283,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02159
CUST02161,TXN07318,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02161
CUST02165,TXN05308,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02165
CUST02166,TXN05851,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02166
CUST02168,TXN03193,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02168
CUST02169,TXN06521,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02169
CUST02171,TXN07941,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02171
CUST02172,TXN03494,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02172
CUST02173,TXN08556,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02173
CUST02175,TXN01502,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02175
CUST02177,TXN09071,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02177
CUST02178,TXN07123,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02178
CUST02179,TXN04304,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02179
CUST02180,TXN08329,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02180
CUST02181,TXN09275,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02181
CUST02182,TXN06178,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02182
CUST02183,TXN07845,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02183
CUST02184,TXN01713,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02184
CUST02185,TXN09203,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02185
CUST02186,TXN06543,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02186
CUST02188,TXN04386,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02188
CUST02191,TXN08129,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02191
CUST02192,TXN07046,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02192
CUST02193,TXN07776,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02193
CUST02194,TXN02161,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02194
CUST02196,TXN05059,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02196
CUST02197,TXN09474,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02197
CUST02198,TXN05720,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02198
CUST02199,TXN00819,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02199
CUST02200,TXN06569,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02200
CUST02201,TXN05695,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02201
CUST02203,TXN07232,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02203
CUST02207,TXN04289,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02207
CUST02208,TXN05003,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02208
CUST02209,TXN04235,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02209
CUST02213,TXN00711,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02213
CUST02216,TXN01881,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02216
CUST02217,TXN05420,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02217
CUST02218,TXN09399,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02218
CUST02219,TXN06356,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02219
CUST02223,TXN02308,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02223
CUST02225,TXN02543,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02225
CUST02227,TXN08525,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02227
CUST02228,TXN00164,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02228
CUST02230,TXN05165,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02230
CUST02232,TXN02160,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02232
CUST02233,TXN00269,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02233
CUST02235,TXN08114,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02235
CUST02236,TXN00820,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02236
CUST02237,TXN02431,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02237
CUST02238,TXN05624,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02238
CUST02239,TXN07954,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02239
CUST02240,TXN00773,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02240
CUST02241,TXN00820,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02241
CUST02242,TXN03696,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02242
CUST02247,TXN08333,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02247
CUST02249,TXN04217,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02249
CUST02250,TXN05187,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02250
CUST02251,TXN09294,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02251
CUST02253,TXN06726,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02253
CUST02254,TXN07591,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02254
CUST02255,TXN02948,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02255
CUST02256,TXN01591,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02256
CUST02257,TXN03678,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02257
CUST02258,TXN01250,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02258
CUST02259,TXN08904,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02259
CUST02260,TXN04295,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02260
CUST02261,TXN06362,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02261
CUST02263,TXN03567,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02263
CUST02264,TXN02999,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02264
CUST02266,TXN07316,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02266
CUST02268,TXN02755,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02268
CUST02269,TXN03090,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02269
CUST02270,TXN00032,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02270
CUST02272,TXN03722,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02272
CUST02276,TXN08325,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02276
CUST02279,TXN02088,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02279
CUST02280,TXN06865,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02280
CUST02281,TXN00273,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02281
CUST02282,TXN06300,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02282
CUST02283,TXN08311,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02283
CUST02286,TXN09754,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02286
CUST02288,TXN07510,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02288
CUST02289,TXN04800,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02289
CUST02290,TXN06464,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02290
CUST02292,TXN04140,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02292
CUST02293,TXN05405,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02293
CUST02294,TXN01737,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02294
CUST02298,TXN00320,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02298
CUST02299,TXN03344,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02299
CUST02300,TXN09754,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02300
CUST02303,TXN00130,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02303
CUST02304,TXN07871,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02304
CUST02307,TXN04082,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02307
CUST02308,TXN02346,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02308
CUST02309,TXN05678,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02309
CUST02310,TXN05674,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02310
CUST02314,TXN09357,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02314
CUST02315,TXN03199,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02315
CUST02319,TXN08387,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02319
CUST02321,TXN05086,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02321
CUST02322,TXN04293,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02322
CUST02323,TXN08721,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02323
CUST02324,TXN05577,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02324
CUST02325,TXN04831,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02325
CUST02326,TXN07501,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02326
CUST02327,TXN09356,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02327
CUST02329,TXN08665,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02329
CUST02330,TXN04903,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02330
CUST02331,TXN02620,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02331
CUST02332,TXN08238,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02332
CUST02334,TXN09386,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02334
CUST02335,TXN06967,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02335
CUST02336,TXN08268,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02336
CUST02337,TXN02074,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02337
CUST02338,TXN08727,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02338
CUST02339,TXN06990,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02339
CUST02340,TXN00700,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02340
CUST02341,TXN08699,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02341
CUST02342,TXN06570,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02342
CUST02343,TXN07049,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02343
CUST02345,TXN06438,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02345
CUST02347,TXN02902,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02347
CUST02348,TXN01718,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02348
CUST02349,TXN04909,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02349
CUST02350,TXN08035,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02350
CUST02351,TXN01679,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02351
CUST02353,TXN00059,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02353
CUST02354,TXN05242,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02354
CUST02356,TXN09175,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02356
CUST02357,TXN03328,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02357
CUST02359,TXN00229,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02359
CUST02361,TXN04293,Duplicate Transaction ID,GDPR Art.5(1)(d),Duplicate Transaction ID failed for CUST02361
